m,Bx,By,Bz
-6.94,0,0,0
-6.93,0,0,0
-6.92,0,0,0
-6.91,0,0,0
-6.9,0,0,0
-6.89,0,0,0
-6.88,0,0,0
-6.87,0,0,0
-6.86,0,0,0
-6.85,0,0,0
-6.84,0,0,0
-6.83,0,0,0
-6.82,0,0,0
-6.81,0,0,0
-6.8,0,0,0
-6.79,0,0,0
-6.78,0,0,0
-6.77,0,0,0
-6.76,0,0,0
-6.75,0,0,0
-6.74,0,0,0
-6.73,0,0,0
-6.72,0,0,0
-6.71,0,0,0
-6.7,0,0,0
-6.69,0,0,0
-6.68,0,0,0
-6.67,0,0,0
-6.66,0,0,0
-6.65,0,0,0
-6.64,0,0,0
-6.63,0,0,0
-6.62,0,0,0
-6.61,0,0,0
-6.6,0,0,0
-6.59,0,0,0
-6.58,0,0,0
-6.57,0,0,0
-6.56,0,0,0
-6.55,0,0,0
-6.54,0,0,0
-6.53,0,0,0
-6.52,0,0,0
-6.51,0,0,0
-6.5,0,0,0
-6.49,0,0,0
-6.48,0,0,0
-6.47,0,0,0
-6.46,0,0,0
-6.45,0,0,0
-6.44,0,0,0
-6.43,0,0,0
-6.42,0,0,0
-6.41,0,0,0
-6.4,0,0,0
-6.39,0,0,0
-6.38,0,0,0
-6.37,0,0,0
-6.36,0,0,0
-6.35,0,0,0
-6.34,0,0,0
-6.33,0,0,0
-6.32,0,0,0
-6.31,0,0,0
-6.3,0,0,0
-6.29,0,0,0
-6.28,0,0,0
-6.27,0,0,0
-6.26,0,0,0
-6.25,0,0,0
-6.24,0,0,0
-6.23,0,0,0
-6.22,0,0,0
-6.21,0,0,0
-6.2,0,0,0
-6.19,0,0,0
-6.18,0,0,0
-6.17,0,0,0
-6.16,0,0,0
-6.15,0,0,0
-6.14,0,0,0
-6.13,0,0,0
-6.12,0,0,0
-6.11,0,0,0
-6.1,0,0,0
-6.09,0,0,0
-6.08,0,0,0
-6.07,0,0,0
-6.06,0,0,0
-6.05,0,0,0
-6.04,0,0,0
-6.03,0,0,0
-6.02,0,0,0
-6.01,0,0,0
-6,0,0,0
-5.99,0,0,0
-5.98,0,0,0
-5.97,0,0,0
-5.96,0,0,0
-5.95,0,0,0
-5.94,0,0,0
-5.93,0,0,0
-5.92,0,0,0
-5.91,0,0,0
-5.9,0,0,0
-5.89,0,0,0
-5.88,0,0,0
-5.87,0,0,0
-5.86,0,0,0
-5.85,0,0,0
-5.84,0,0,0
-5.83,0,0,0
-5.82,0,0,0
-5.81,0,0,0
-5.8,0,0,0
-5.79,0,0,0
-5.78,0,0,0
-5.77,0,0,0
-5.76,0,0,0
-5.75,0,0,0
-5.74,0,0,0
-5.73,0,0,0
-5.72,0,0,0
-5.71,0,0,0
-5.7,0,0,0
-5.69,0,0,0
-5.68,0,0,0
-5.67,0,0,0
-5.66,0,0,0
-5.65,0,0,0
-5.64,0,0,0
-5.63,0,0,0
-5.62,0,0,0
-5.61,0,0,0
-5.6,0,0,0
-5.59,0,0,0
-5.58,0,0,0
-5.57,0,0,0
-5.56,0,0,0
-5.55,0,0,0
-5.54,0,0,0
-5.53,0,0,0
-5.52,0,0,0
-5.51,0,0,0
-5.5,0,0,0
-5.49,0,0,0
-5.48,0,0,0
-5.47,0,0,0
-5.46,0,0,0
-5.45,0,0,0
-5.44,0,0,0
-5.43,0,0,0
-5.42,0,0,0
-5.41,0,0,0
-5.4,0,0,0
-5.39,0,0,0
-5.38,0,0,0
-5.37,0,0,0
-5.36,0,0,0
-5.35,0,0,0
-5.34,0,0,0
-5.33,0,0,0
-5.32,0,0,0
-5.31,0,0,0
-5.3,0,0,0
-5.29,0,0,0
-5.28,0,0,0
-5.27,0,0,0
-5.26,0,0,0
-5.25,0,0,0
-5.24,0,0,0
-5.23,0,0,0
-5.22,0,0,0
-5.21,0,0,0
-5.2,0,0,0
-5.19,0,0,0
-5.18,0,0,0
-5.17,0,0,0
-5.16,0,0,0
-5.15,0,0,0
-5.14,0,0,0
-5.13,0,0,0
-5.12,0,0,0
-5.11,0,0,0
-5.1,0,0,0
-5.09,0,0,0
-5.08,0,0,0
-5.07,0,0,0
-5.06,0,0,0
-5.05,0,0,0
-5.04,0,0,0
-5.03,0,0,0
-5.02,0,0,0
-5.01,0,0,0
-5,0,0,0
-4.99,0,0,0
-4.98,0,0,0
-4.97,0,0,0
-4.96,0,0,0
-4.95,0,0,0
-4.94,0,0,0
-4.93,0,0,0
-4.92,0,0,0
-4.91,0,0,0
-4.9,0,0,0
-4.89,0,0,0
-4.88,0,0,0
-4.87,0,0,0
-4.86,0,0,0
-4.85,0,0,0
-4.84,0,0,0
-4.83,0,0,0
-4.82,0,0,0
-4.81,0,0,0
-4.8,0,0,0
-4.79,0,0,0
-4.78,0,0,0
-4.77,0,0,0
-4.76,0,0,0
-4.75,0,0,0
-4.74,0,0,0
-4.73,0,0,0
-4.72,0,0,0
-4.71,0,0,0
-4.7,0,0,0
-4.69,0,0,0
-4.68,0,0,0
-4.67,0,0,0
-4.66,0,0,0
-4.65,0,0,0
-4.64,0,0,0
-4.63,0,0,0
-4.62,0,0,0
-4.61,0,0,0
-4.6,0,0,0
-4.59,0,0,0
-4.58,0,0,0
-4.57,0,0,0
-4.56,0,0,0
-4.55,0,0,0
-4.54,0,0,0
-4.53,0,0,0
-4.52,0,0,0
-4.51,0,0,0
-4.5,0,0,0
-4.49,0,0,0
-4.48,0,0,0
-4.47,0,0,0
-4.46,0,0,0
-4.45,0,0,0
-4.44,0,0,0
-4.43,0,0,0
-4.42,0,0,0
-4.41,0,0,0
-4.4,0,0,0
-4.39,0,0,0
-4.38,0,0,0
-4.37,0,0,0
-4.36,0,0,0
-4.35,0,0,0
-4.34,0,0,0
-4.33,0,0,0
-4.32,0,0,0
-4.31,0,0,0
-4.3,0,0,0
-4.29,0,0,0
-4.28,0,0,0
-4.27,0,0,0
-4.26,0,0,0
-4.25,0,0,0
-4.24,-0.0196649898245777,0.0794789638553673,0.00502038028943583
-4.23,-0.0198628203278644,0.0810096559888462,0.00481609753975032
-4.22,-0.0200649655903909,0.0825998653300197,0.0046002352481871
-4.21,-0.0202712448015421,0.084241899660441,0.00437313119788549
-4.2,-0.0204814745321681,0.0859280686162683,0.00413511767474902
-4.19,-0.0206963991878861,0.0876590434945782,0.00388499153344514
-4.18,-0.0209176834067638,0.0894541013776083,0.00361969295641173
-4.17,-0.0211425262088507,0.0913043284685208,0.00334313107790234
-4.16,-0.021367797673689,0.0931983452629783,0.00305973367712616
-4.15,-0.0215903644941182,0.0951247744185087,0.0027739251759836
-4.14,-0.0218072941451645,0.0970868184880301,0.00248679428281428
-4.13,-0.0220205709831026,0.0990958917271234,0.00219524977748951
-4.12,-0.0222344310198648,0.101152978386633,0.001897442877665
-4.11,-0.0224531093905833,0.103259063031764,0.00159152339375789
-4.1,-0.0226809592949056,0.105416095056964,0.00127560799117325
-4.09,-0.0229205415214253,0.107635406129643,0.000948743909664526
-4.08,-0.0231670490845272,0.109917858172422,0.000612925647271114
-4.07,-0.0234145455649765,0.112260717506365,0.000270559050491247
-4.06,-0.0236570921446711,0.114661254250524,-7.59568207220705e-05
-4.05,-0.0238886567266975,0.117124386483492,-0.000426681039546115
-4.04,-0.0241096152204337,0.119666289843172,-0.000785416621778135
-4.03,-0.024327488163113,0.122278811113043,-0.00114827820290318
-4.02,-0.0245500159610562,0.124952273900674,-0.0015109032079658
-4.01,-0.0247849351876051,0.127677070296987,-0.00186895628230657
-4,-0.025037445245174,0.130472478718964,-0.00222708322855453
-3.99,-0.0253025405618421,0.133343079836486,-0.00258809055287912
-3.98,-0.0255726923624115,0.136265148906101,-0.00294716835558726
-3.97,-0.0258403655925367,0.139214964973709,-0.00329951167072794
-3.96,-0.0260981964001105,0.142172200678239,-0.00364178440141194
-3.95,-0.0263450772385099,0.14515224961351,-0.00398345115350004
-3.94,-0.0265876562328812,0.148160328064281,-0.00432457997784775
-3.93,-0.0268330623968484,0.151195193891795,-0.00466194455544213
-3.92,-0.027088425726625,0.154255601008363,-0.00499230881023739
-3.91,-0.0273583702735106,0.157347313112752,-0.00530747482378664
-3.9,-0.0276397631922405,0.160478346070241,-0.00559844290594849
-3.89,-0.0279315444511868,0.163632496516795,-0.00587407692423113
-3.88,-0.0282328578180712,0.166792573829033,-0.00614393518322404
-3.87,-0.0285428732680525,0.169941674310461,-0.00641727488390566
-3.86,-0.0288640066068697,0.173098824307539,-0.00666730053526751
-3.85,-0.0291972056281514,0.176266943567537,-0.00688059175209445
-3.84,-0.02954094709743,0.179421693589776,-0.00707000050856636
-3.83,-0.0298937059587682,0.18253873173268,-0.00724836616484499
-3.82,-0.0302538292864263,0.18560544723153,-0.00742274791234031
-3.81,-0.030620952747411,0.188675282209637,-0.00756201713432621
-3.8,-0.0309991163695624,0.191712326109502,-0.0076691282001359
-3.79,-0.0313928608707237,0.19466070605857,-0.00775599828805085
-3.78,-0.0318067185418256,0.197464545258314,-0.00783453675904485
-3.77,-0.0322457235083198,0.200124934871499,-0.00790388997569177
-3.76,-0.0327103537011729,0.202710905282417,-0.00794763758294643
-3.75,-0.0331956792243873,0.205179323678499,-0.00797417368752285
-3.74,-0.0336966607972321,0.207483263666272,-0.00799273054553284
-3.73,-0.0342082348606681,0.209578362542415,-0.0080122785124376
-3.72,-0.0347268747768679,0.211568182182323,-0.00802572368028583
-3.71,-0.0352573096212784,0.213472834548618,-0.00803055123735614
-3.7,-0.0358063328057269,0.215216245217553,-0.00803317424324253
-3.69,-0.0363807247570199,0.216722336699729,-0.00804000165541235
-3.68,-0.036986535598895,0.217958442709282,-0.00805446843690483
-3.67,-0.0376229836750143,0.219117302094696,-0.00806567004385712
-3.66,-0.0382880755884078,0.220168164240001,-0.00807970868830228
-3.65,-0.0389802120147566,0.22103387350055,-0.00810598445644183
-3.64,-0.0396977805110698,0.221637272925421,-0.00815389492268095
-3.63,-0.0404420192144083,0.221975458222064,-0.00822184763319703
-3.62,-0.0412170952556609,0.222150095846866,-0.00830009004778361
-3.61,-0.0420226543226638,0.222167299788538,-0.00839858801343903
-3.6,-0.0428582472032649,0.222030866572444,-0.00852770423803528
-3.59,-0.0437239822668002,0.221740737970509,-0.00869707298550955
-3.58,-0.0446361471451953,0.221179795458788,-0.00889057250438408
-3.57,-0.0455916696673174,0.220352127555772,-0.00910498860117957
-3.56,-0.04657584789273,0.219340447883504,-0.00935030528664203
-3.55,-0.0475739965692356,0.218227471940895,-0.00963650711856604
-3.54,-0.0485751583308161,0.217050331249243,-0.00996524906454409
-3.53,-0.0495910227543324,0.215648817661124,-0.0103056486087251
-3.52,-0.0506273279296485,0.214052352551565,-0.0106665627723042
-3.51,-0.0516877612299331,0.212322925563635,-0.0110631166228772
-3.5,-0.0527760224619134,0.210522525163157,-0.0115104362160551
-3.49,-0.0538969974854486,0.208632889943784,-0.0119949576317903
-3.48,-0.0550543120960796,0.206577765113011,-0.0124853838969978
-3.47,-0.0562485586317104,0.204390406648565,-0.0129916092004625
-3.46,-0.0574803116028535,0.202105282089952,-0.0135239736490822
-3.45,-0.0587510476835348,0.199753116972645,-0.0140919112027831
-3.44,-0.0600787437766715,0.197278624695709,-0.0146806864336965
-3.43,-0.0614582303975829,0.194680036349555,-0.015280219563
-3.42,-0.0628735024705258,0.191994446605131,-0.0158886226638346
-3.41,-0.0643085627390091,0.189258952999143,-0.0165040116359668
-3.4,-0.0657535964725258,0.1864949991333,-0.0171268252973139
-3.39,-0.0672242906961823,0.183662724900144,-0.0177624352557984
-3.38,-0.0687193471481917,0.180769740850332,-0.0184037166452948
-3.37,-0.0702347422920469,0.177830802377559,-0.0190422041237517
-3.36,-0.0717664553671485,0.174860665688623,-0.0196694319438607
-3.35,-0.0733123191214814,0.17186043740416,-0.0202849954617093
-3.34,-0.074876725229929,0.168817378156571,-0.0208950897806202
-3.33,-0.0764653310048125,0.165730134851335,-0.0214982393478708
-3.32,-0.0780837914465549,0.162597406849825,-0.0220929347757513
-3.31,-0.0797376537968091,0.159418378480784,-0.0226769180244411
-3.3,-0.0814295943367411,0.156196577645289,-0.0232380460270616
-3.29,-0.083160893924827,0.152921782914788,-0.0237779264556682
-3.28,-0.08493316525452,0.149579589643635,-0.0243036185502259
-3.27,-0.0867480180429697,0.146155592838949,-0.0248221785761051
-3.26,-0.0886112389175851,0.142634024483941,-0.0253285958781415
-3.25,-0.0905344690817149,0.139004785019074,-0.0257886145903229
-3.24,-0.0925092954839,0.135273387445049,-0.0262110924707312
-3.23,-0.0945256506481461,0.131446266496546,-0.0266090386443468
-3.22,-0.0965734675809658,0.127529858419658,-0.02699545335403
-3.21,-0.0986574642602581,0.12350703329394,-0.0273501400341892
-3.2,-0.100787363840427,0.11936091552899,-0.0276511291029787
-3.19,-0.10295917628491,0.115100820546904,-0.0279122167901188
-3.18,-0.105168908746163,0.110736071258782,-0.028147201859378
-3.17,-0.107413784679902,0.106272722481144,-0.0283667990383767
-3.16,-0.109705037177501,0.101677877541404,-0.0285435315377628
-3.15,-0.112041474103154,0.0969493733890072,-0.0286756152550227
-3.14,-0.114416822536563,0.0920984020172699,-0.0287734476606227
-3.13,-0.116824810964667,0.0871361557681481,-0.028847413849902
-3.12,-0.119261833179664,0.0820621796544492,-0.0288985556563807
-3.11,-0.121735113815739,0.0768446694432754,-0.028906535799409
-3.1,-0.124249947170641,0.0714776598316089,-0.0288758012247709
-3.09,-0.126811232087974,0.0659574818529431,-0.0288127610478184
-3.08,-0.129423871673658,0.0602804299838401,-0.0287237927151832
-3.07,-0.132097332030279,0.0544075817915908,-0.028598234295177
-3.06,-0.134832722901035,0.0483202458940389,-0.0284286653984803
-3.05,-0.137623512705277,0.0420384735087617,-0.0282234071052345
-3.04,-0.140463172449438,0.0355823152954295,-0.0279907569412572
-3.03,-0.143349069007696,0.0289609012364155,-0.0277368548885525
-3.02,-0.14630762683454,0.0220952883606839,-0.0274481609140437
-3.01,-0.149322630220794,0.0150133418339429,-0.0271272501908744
-3,-0.152366087147691,0.00777466302919984,-0.0267823939202537
-2.99,-0.155410015772536,0.000438856426001665,-0.0264218373620181
-2.98,-0.158443801102616,-0.00697314822673303,-0.0260475722014177
-2.97,-0.161493293401425,-0.0145227350116963,-0.0256503354941669
-2.96,-0.164549187339244,-0.0221939855360187,-0.0252353198819283
-2.95,-0.167599975864148,-0.0299660898248025,-0.0248085562810517
-2.94,-0.170634280919371,-0.0378184196099045,-0.0243760193416722
-2.93,-0.173663515161214,-0.0457665103645421,-0.0239329484306113
-2.92,-0.176690670198924,-0.05382237749423,-0.0234770979568191
-2.91,-0.179700674180164,-0.0619733095455353,-0.0230141612346222
-2.9,-0.182678459156498,-0.0702065897847798,-0.0225498602745764
-2.89,-0.185614714760856,-0.078513230680113,-0.0220880221141869
-2.88,-0.188537660507236,-0.0869121875019195,-0.021619379251662
-2.87,-0.191432163733865,-0.0954006899947025,-0.0211480839039382
-2.86,-0.194272116056247,-0.10396941595379,-0.0206818769447122
-2.85,-0.197031412128013,-0.11260903550403,-0.0202285289908224
-2.84,-0.199722957460707,-0.121340171213366,-0.019784314599469
-2.83,-0.202390607236808,-0.130192442867942,-0.019336398547211
-2.82,-0.204978792994295,-0.139106008019757,-0.0189013111443984
-2.81,-0.207428431856829,-0.148018067166855,-0.0184966460366715
-2.8,-0.20968217933642,-0.15686689070063,-0.0181395363236723
-2.79,-0.211815945868573,-0.165681805791867,-0.0178093434861579
-2.78,-0.213857403444784,-0.174485158075733,-0.017497208042685
-2.77,-0.215750161773547,-0.183251011295346,-0.0172174408715644
-2.76,-0.217437836066096,-0.19195341680299,-0.0169843699592062
-2.75,-0.218898868216874,-0.200572626341076,-0.0168022929012783
-2.74,-0.220298411787056,-0.209130630356042,-0.0166234868946837
-2.73,-0.22159517950109,-0.217626359230472,-0.0164627763269891
-2.72,-0.222703742834326,-0.226051923959216,-0.0163479632493884
-2.71,-0.223538675135078,-0.234399417936126,-0.0163068631358658
-2.7,-0.224125220951859,-0.242663004336606,-0.0163266457333127
-2.69,-0.224620275926564,-0.250847963559344,-0.0163496309104227
-2.68,-0.225000196353687,-0.25896304333923,-0.0163872503845926
-2.67,-0.225236538746577,-0.267016975306047,-0.0164527441474289
-2.66,-0.225300053615936,-0.275018795255196,-0.0165588316297667
-2.65,-0.225145337156602,-0.28298413357538,-0.0166925648988328
-2.64,-0.224794299085103,-0.290903623554722,-0.0168426904948693
-2.63,-0.22429625206943,-0.298757493262363,-0.0170086543224677
-2.62,-0.223700512698812,-0.306525979840578,-0.0171899041720206
-2.61,-0.223011928936749,-0.314200583493489,-0.0173914262386933
-2.6,-0.222047710845952,-0.321820126620914,-0.0176359805078746
-2.59,-0.220852028981183,-0.329365759098215,-0.0179097189776562
-2.58,-0.219507754303965,-0.33680883730174,-0.0181934262132802
-2.57,-0.218097763381668,-0.344120732864565,-0.0184678900318013
-2.56,-0.216610322979233,-0.351291756032419,-0.0187315390698959
-2.55,-0.214953250832125,-0.358349012831187,-0.0189992223391251
-2.54,-0.21316944483749,-0.365307287355045,-0.0192616169111206
-2.53,-0.21130378077962,-0.372181074780698,-0.0195090387750003
-2.52,-0.20939833936464,-0.378983834525327,-0.0197323417411493
-2.51,-0.207413509805717,-0.385702826386546,-0.0199380704610008
-2.5,-0.205334088923731,-0.392345810630149,-0.020128084865318
-2.49,-0.203177232970633,-0.398934423214136,-0.0202980316502167
-2.48,-0.200960094338553,-0.405490303226932,-0.0204435585626769
-2.47,-0.198688612238461,-0.41203145506211,-0.0205629321751423
-2.46,-0.196330231570344,-0.418550387890713,-0.0206634286702177
-2.45,-0.193900182266744,-0.425037407169412,-0.0207411984164232
-2.44,-0.191420274745864,-0.43148397607476,-0.0207908543438963
-2.43,-0.188912321465148,-0.437881562582863,-0.0208070049195227
-2.42,-0.18637430591956,-0.444249990546423,-0.0207959534378509
-2.41,-0.183788962632718,-0.450600183333009,-0.0207656663724494
-2.4,-0.181167247021387,-0.456892484325946,-0.0207066038421448
-2.39,-0.178520300232419,-0.463086978370242,-0.0206091265743091
-2.38,-0.175859028742986,-0.469146144205019,-0.0204649555900011
-2.37,-0.17318443847612,-0.475088929932778,-0.0202927301182926
-2.36,-0.170487420644721,-0.480935067147335,-0.0200989302824662
-2.35,-0.167758878003051,-0.48669039198213,-0.0198803659221253
-2.34,-0.1649897126966,-0.492360739506268,-0.0196338430314409
-2.33,-0.162176807151548,-0.49795359778665,-0.0193586856394989
-2.32,-0.159330118673137,-0.50347668510715,-0.0190639133839684
-2.31,-0.156433599183004,-0.508926324193674,-0.0187527916984075
-2.3,-0.1534686505948,-0.514297938035988,-0.0184277465150183
-2.29,-0.150416676098399,-0.519586946447702,-0.0180912021856641
-2.28,-0.147261197388743,-0.524812469467439,-0.0177431609882372
-2.27,-0.143999770789763,-0.529983331429122,-0.0173815244035051
-2.26,-0.140635126033947,-0.535073672204117,-0.0170059998511138
-2.25,-0.137169999788693,-0.540057598213134,-0.0166162935977209
-2.24,-0.133606012630841,-0.544918446516517,-0.0161911580944456
-2.23,-0.129909175455823,-0.54970640113648,-0.0157509474520845
-2.22,-0.126077613146315,-0.554409410691979,-0.0152966452479887
-2.21,-0.122122512015206,-0.558986769439628,-0.0148296838191724
-2.2,-0.118055066475242,-0.563397774028798,-0.014351494645462
-2.19,-0.113868032720546,-0.567637287830413,-0.0138652266908776
-2.18,-0.10951929138036,-0.571780537585213,-0.0133759430890783
-2.17,-0.105030732745452,-0.575794123967216,-0.0128812572322825
-2.16,-0.100429288716321,-0.579635484394316,-0.0123782587919092
-2.15,-0.0957418954460768,-0.583262075780878,-0.0118640369205394
-2.14,-0.0909624962317656,-0.586721111809384,-0.0113423876716032
-2.13,-0.0860617121955491,-0.590063955205782,-0.0108176525823663
-2.12,-0.0810295288720224,-0.593260771595298,-0.0102882222587427
-2.11,-0.0758559383964052,-0.59628172608605,-0.00975248044471819
-2.1,-0.0705275901578034,-0.599110884041845,-0.009209804164313
-2.09,-0.0650056636815189,-0.60186157578352,-0.00866899303916945
-2.08,-0.0592955560938528,-0.604511054834627,-0.00812938581436675
-2.07,-0.0534149662783288,-0.606990738589812,-0.00758706208115864
-2.06,-0.0473816071787449,-0.60923204922045,-0.00703809498599232
-2.05,-0.0411855090331745,-0.611252296310293,-0.00648222640650295
-2.04,-0.0347753364665123,-0.613211372404021,-0.00592709808010145
-2.03,-0.0281808776846677,-0.615032230353291,-0.00537207669619314
-2.02,-0.021436747159701,-0.616623325796786,-0.00481595917274169
-2.01,-0.014577369963756,-0.617893864509143,-0.00425756872221724
-2,-0.00757269941016032,-0.618985401087577,-0.00370404276996736
-1.99,-0.000402530204826418,-0.620008592508944,-0.00315927291962157
-1.98,0.00690347334122167,-0.620896363948698,-0.00261990049965381
-1.97,0.0143156361812444,-0.621581643256567,-0.00208258121538675
-1.96,0.0218122031721552,-0.622005201244552,-0.00154562957965768
-1.95,0.0294350637455514,-0.622204389236768,-0.00101984057266663
-1.94,0.0371748754860296,-0.622228017786438,-0.000503994448872995
-1.93,0.0450060201169565,-0.62211471464166,6.62919827404407e-06
-1.92,0.0529028890785775,-0.621903109113432,0.000516735739812719
-1.91,0.0608559975902476,-0.6215291009964,0.00102637144024722
-1.9,0.0688912556141208,-0.620816080259616,0.00152751539296153
-1.89,0.0770101192252301,-0.619847637667547,0.00202118174680913
-1.88,0.0852126788849542,-0.618718330511407,0.00250881165353697
-1.87,0.0934994675724398,-0.617520133104047,0.00299175971089585
-1.86,0.101905197886749,-0.616080143730994,0.00346398138201164
-1.85,0.110421208054612,-0.614308960115388,0.00392274091913928
-1.84,0.119003975518262,-0.612293988926445,0.00437059516676904
-1.83,0.127609996618404,-0.610122642541469,0.0048100917348036
-1.82,0.13621195358489,-0.607845204390785,0.00524201018537328
-1.81,0.144877873958002,-0.605276668384188,0.00565730915854992
-1.8,0.153575064468948,-0.602435836620381,0.00605888024795911
-1.79,0.162247329578773,-0.599393266168565,0.00645224901396346
-1.78,0.170838490278926,-0.596219522004704,0.00684293440811334
-1.77,0.179327291622112,-0.592900033751302,0.00723133793487891
-1.76,0.187757646354963,-0.589322130827871,0.00761111876032919
-1.75,0.196129321115436,-0.585531223526169,0.00798472911904106
-1.74,0.204440406846563,-0.581577540415478,0.00835489815792355
-1.73,0.212688688288705,-0.577509235344096,0.00872433065639159
-1.72,0.220861244646557,-0.573261131661793,0.00909322327734751
-1.71,0.228969305398887,-0.568796590958109,0.00945844492420721
-1.7,0.237036627547111,-0.56413730727685,0.00981686149497352
-1.69,0.245086975525871,-0.559304968108961,0.0101653387631738
-1.68,0.253141574459867,-0.55430209152595,0.0105000803159776
-1.67,0.261195163589125,-0.549042355154916,0.0108173544501506
-1.66,0.269233440838849,-0.543541998771861,0.0111218399441087
-1.65,0.277243056312839,-0.537836383277091,0.0114192219190738
-1.64,0.285210669908999,-0.531960870648421,0.0117151893657719
-1.63,0.293154620020407,-0.525880786781655,0.0120089121331979
-1.62,0.301095796551113,-0.519532259635724,0.0122946325802041
-1.61,0.308986653146261,-0.512985330379463,0.0125774297957071
-1.6,0.316778592297703,-0.506312257627263,0.01286257656935
-1.59,0.324424327558405,-0.499582243542124,0.0131551605493235
-1.58,0.331932772391514,-0.492754580804591,0.0134531011244083
-1.57,0.339333247750524,-0.485802442990982,0.0137539231687473
-1.56,0.346641748713719,-0.478740597657953,0.0140574894832977
-1.55,0.353874271635429,-0.471583810121932,0.0143636598120142
-1.54,0.361038604223504,-0.464342921376623,0.0146723002534909
-1.53,0.36811468925012,-0.457003245569,0.0149831880796977
-1.52,0.375123476545755,-0.449552454285447,0.015295880003268
-1.51,0.382091709537354,-0.441979960884518,0.0156099139663699
-1.5,0.389046128812168,-0.434275173970869,0.0159248244517171
-1.49,0.395993327337365,-0.426421798694185,0.016240745455739
-1.48,0.402915942784878,-0.418413073901335,0.0165576840560094
-1.47,0.409815916961042,-0.410258439182196,0.0168745172041511
-1.46,0.416695398291801,-0.40196743676312,0.0171901103552921
-1.45,0.423558559601183,-0.393545686514564,0.0175031686459387
-1.44,0.430439542001581,-0.384931760964013,0.0178104917287774
-1.43,0.437314755382292,-0.376153937478768,0.0181143519978766
-1.42,0.444137777526962,-0.367281557743116,0.0184189314515495
-1.41,0.450862198901589,-0.358383972206837,0.0187284076437077
-1.4,0.457460649432428,-0.349506845925883,0.01904513031618
-1.39,0.463978530327717,-0.340595583553749,0.0193645837199932
-1.38,0.470408179649478,-0.33164927255069,0.0196874782075651
-1.37,0.476734222843061,-0.322676000991032,0.0200152664632641
-1.36,0.482941286573428,-0.313683859680456,0.0203493959308727
-1.35,0.489027283856723,-0.304690498022986,0.020690659354639
-1.34,0.495009908626588,-0.295691494130098,0.0210371998124437
-1.33,0.500900407501452,-0.286656710932955,0.0213865017122721
-1.32,0.50670999304334,-0.277555962788262,0.0217360450490473
-1.31,0.512450930659062,-0.268360893314542,0.0220834853610536
-1.3,0.518142047473607,-0.259079733138392,0.0224296555371989
-1.29,0.523769739962526,-0.249721951765367,0.0227745505535964
-1.28,0.529311713120631,-0.240289396789705,0.0231172899444897
-1.27,0.534745672376426,-0.230783919876909,0.0234569904037167
-1.26,0.540075602890082,-0.221193354838206,0.0237925035309019
-1.25,0.545355202613592,-0.211491011519016,0.024123051215694
-1.24,0.550535918735127,-0.201718783272787,0.024449894386833
-1.23,0.555560594308597,-0.191923724088682,0.0247744150161011
-1.22,0.560372081094751,-0.182152898358111,0.0250979876746349
