m,Bx,By,Bz
-6.94,0,0,0
-6.93,0,0,0
-6.92,0,0,0
-6.91,0,0,0
-6.9,0,0,0
-6.89,0,0,0
-6.88,0,0,0
-6.87,0,0,0
-6.86,0,0,0
-6.85,0,0,0
-6.84,0,0,0
-6.83,0,0,0
-6.82,0,0,0
-6.81,0,0,0
-6.8,0,0,0
-6.79,0,0,0
-6.78,0,0,0
-6.77,0,0,0
-6.76,0,0,0
-6.75,0,0,0
-6.74,0,0,0
-6.73,0,0,0
-6.72,0,0,0
-6.71,0,0,0
-6.7,0,0,0
-6.69,0,0,0
-6.68,0,0,0
-6.67,0,0,0
-6.66,0,0,0
-6.65,0,0,0
-6.64,0,0,0
-6.63,0,0,0
-6.62,0,0,0
-6.61,0,0,0
-6.6,0,0,0
-6.59,0,0,0
-6.58,0,0,0
-6.57,0,0,0
-6.56,0,0,0
-6.55,0,0,0
-6.54,0,0,0
-6.53,0,0,0
-6.52,0,0,0
-6.51,0,0,0
-6.5,0,0,0
-6.49,0,0,0
-6.48,0,0,0
-6.47,0,0,0
-6.46,0,0,0
-6.45,0,0,0
-6.44,0,0,0
-6.43,0,0,0
-6.42,0,0,0
-6.41,0,0,0
-6.4,0,0,0
-6.39,0,0,0
-6.38,0,0,0
-6.37,0,0,0
-6.36,0,0,0
-6.35,0,0,0
-6.34,0,0,0
-6.33,0,0,0
-6.32,0,0,0
-6.31,0,0,0
-6.3,0,0,0
-6.29,0,0,0
-6.28,0,0,0
-6.27,0,0,0
-6.26,0,0,0
-6.25,0,0,0
-6.24,0,0,0
-6.23,0,0,0
-6.22,0,0,0
-6.21,0,0,0
-6.2,0,0,0
-6.19,0,0,0
-6.18,0,0,0
-6.17,0,0,0
-6.16,0,0,0
-6.15,0,0,0
-6.14,0,0,0
-6.13,0,0,0
-6.12,0,0,0
-6.11,0,0,0
-6.1,0,0,0
-6.09,0,0,0
-6.08,0,0,0
-6.07,0,0,0
-6.06,0,0,0
-6.05,0,0,0
-6.04,0,0,0
-6.03,0,0,0
-6.02,0,0,0
-6.01,0,0,0
-6,0,0,0
-5.99,0,0,0
-5.98,0,0,0
-5.97,0,0,0
-5.96,0,0,0
-5.95,0,0,0
-5.94,0,0,0
-5.93,0,0,0
-5.92,0,0,0
-5.91,0,0,0
-5.9,0,0,0
-5.89,0,0,0
-5.88,0,0,0
-5.87,0,0,0
-5.86,0,0,0
-5.85,0,0,0
-5.84,0,0,0
-5.83,0,0,0
-5.82,0,0,0
-5.81,0,0,0
-5.8,0,0,0
-5.79,0,0,0
-5.78,0,0,0
-5.77,0,0,0
-5.76,0,0,0
-5.75,0,0,0
-5.74,0,0,0
-5.73,0,0,0
-5.72,0,0,0
-5.71,0,0,0
-5.7,0,0,0
-5.69,0,0,0
-5.68,0,0,0
-5.67,0,0,0
-5.66,0,0,0
-5.65,0,0,0
-5.64,0,0,0
-5.63,0,0,0
-5.62,0,0,0
-5.61,0,0,0
-5.6,0,0,0
-5.59,0,0,0
-5.58,0,0,0
-5.57,0,0,0
-5.56,0,0,0
-5.55,0,0,0
-5.54,0,0,0
-5.53,0,0,0
-5.52,0,0,0
-5.51,0,0,0
-5.5,0,0,0
-5.49,0,0,0
-5.48,0,0,0
-5.47,0,0,0
-5.46,0,0,0
-5.45,0,0,0
-5.44,0,0,0
-5.43,0,0,0
-5.42,0,0,0
-5.41,0,0,0
-5.4,0,0,0
-5.39,0,0,0
-5.38,0,0,0
-5.37,0,0,0
-5.36,0,0,0
-5.35,0,0,0
-5.34,0,0,0
-5.33,0,0,0
-5.32,0,0,0
-5.31,0,0,0
-5.3,0,0,0
-5.29,0,0,0
-5.28,0,0,0
-5.27,0,0,0
-5.26,0,0,0
-5.25,0,0,0
-5.24,0,0,0
-5.23,0,0,0
-5.22,0,0,0
-5.21,0,0,0
-5.2,0,0,0
-5.19,0,0,0
-5.18,0,0,0
-5.17,0,0,0
-5.16,0,0,0
-5.15,0,0,0
-5.14,0,0,0
-5.13,0,0,0
-5.12,0,0,0
-5.11,0,0,0
-5.1,0,0,0
-5.09,0,0,0
-5.08,0,0,0
-5.07,0,0,0
-5.06,0,0,0
-5.05,0,0,0
-5.04,0,0,0
-5.03,0,0,0
-5.02,0,0,0
-5.01,0,0,0
-5,0,0,0
-4.99,0,0,0
-4.98,0,0,0
-4.97,0,0,0
-4.96,0,0,0
-4.95,0,0,0
-4.94,0,0,0
-4.93,0,0,0
-4.92,0,0,0
-4.91,0,0,0
-4.9,0,0,0
-4.89,0,0,0
-4.88,0,0,0
-4.87,0,0,0
-4.86,0,0,0
-4.85,0,0,0
-4.84,0,0,0
-4.83,0,0,0
-4.82,0,0,0
-4.81,0,0,0
-4.8,0,0,0
-4.79,0,0,0
-4.78,0,0,0
-4.77,0,0,0
-4.76,0,0,0
-4.75,0,0,0
-4.74,0,0,0
-4.73,0,0,0
-4.72,0,0,0
-4.71,0,0,0
-4.7,0,0,0
-4.69,0,0,0
-4.68,0,0,0
-4.67,0,0,0
-4.66,0,0,0
-4.65,0,0,0
-4.64,0,0,0
-4.63,0,0,0
-4.62,0,0,0
-4.61,0,0,0
-4.6,0,0,0
-4.59,0,0,0
-4.58,0,0,0
-4.57,0,0,0
-4.56,0,0,0
-4.55,0,0,0
-4.54,0,0,0
-4.53,0,0,0
-4.52,0,0,0
-4.51,0,0,0
-4.5,0,0,0
-4.49,0,0,0
-4.48,0,0,0
-4.47,0,0,0
-4.46,0,0,0
-4.45,0,0,0
-4.44,0,0,0
-4.43,0,0,0
-4.42,0,0,0
-4.41,0,0,0
-4.4,0,0,0
-4.39,0,0,0
-4.38,0,0,0
-4.37,0,0,0
-4.36,0,0,0
-4.35,0,0,0
-4.34,0,0,0
-4.33,0,0,0
-4.32,0,0,0
-4.31,0,0,0
-4.3,0,0,0
-4.29,0,0,0
-4.28,0,0,0
-4.27,0,0,0
-4.26,0,0,0
-4.25,0,0,0
-4.24,0,0,0
-4.23,0,0,0
-4.22,0,0,0
-4.21,0,0,0
-4.2,0,0,0
-4.19,0,0,0
-4.18,0,0,0
-4.17,0,0,0
-4.16,0,0,0
-4.15,0,0,0
-4.14,0,0,0
-4.13,0,0,0
-4.12,0,0,0
-4.11,0,0,0
-4.1,0,0,0
-4.09,0,0,0
-4.08,0,0,0
-4.07,0,0,0
-4.06,0,0,0
-4.05,0,0,0
-4.04,0,0,0
-4.03,0,0,0
-4.02,0,0,0
-4.01,0,0,0
-4,0,0,0
-3.99,0,0,0
-3.98,0,0,0
-3.97,0,0,0
-3.96,0,0,0
-3.95,0,0,0
-3.94,0,0,0
-3.93,0,0,0
-3.92,0,0,0
-3.91,0,0,0
-3.9,0,0,0
-3.89,-0.0395115330584752,0.15323652001007,-0.0162247759926644
-3.88,-0.0398864964535783,0.15578048089413,-0.0165525656788034
-3.87,-0.0402914495569283,0.158394674022761,-0.0168586517410462
-3.86,-0.0407208574790355,0.161073454105751,-0.0171439395313361
-3.85,-0.0411691859354894,0.163811172398318,-0.0174093286980904
-3.84,-0.0416382893405313,0.166627518276628,-0.0176446035628799
-3.83,-0.0421401901405921,0.16955529416185,-0.0178285552978927
-3.82,-0.0426668677827594,0.172537254096563,-0.0179743211189351
-3.81,-0.043209243799213,0.175512012557326,-0.0180967200188777
-3.8,-0.0437583215695354,0.178418616299675,-0.0182103022107789
-3.79,-0.0443210310350705,0.181281732414331,-0.0182820880240863
-3.78,-0.0449002639993232,0.184128652787207,-0.0182940324938803
-3.77,-0.0454871126804281,0.186932981442256,-0.0182644350570739
-3.76,-0.0460726671350068,0.18966832085577,-0.0182115925751051
-3.75,-0.0466478563949342,0.192320037451343,-0.0181476102650019
-3.74,-0.0472094695517341,0.194947278051213,-0.0180380888595825
-3.73,-0.047767748073338,0.197516911648252,-0.0178834933527593
-3.72,-0.0483343300994183,0.199973266090316,-0.017694913769422
-3.71,-0.0489208482677524,0.202260665559447,-0.0174834395051602
-3.7,-0.049534900807178,0.204392071417534,-0.0172452013766114
-3.69,-0.0501701759555816,0.20645718543001,-0.016959856828524
-3.68,-0.0508210763527166,0.208391939794194,-0.0166407907130302
-3.67,-0.0514821864540366,0.210126529803901,-0.0163026404102627
-3.66,-0.0521480860274322,0.211593909572709,-0.0159596307881458
-3.65,-0.0528156108698688,0.212931028433253,-0.0155957417147171
-3.64,-0.0534879072296811,0.214185473073566,-0.0152089095152897
-3.63,-0.0541692056630232,0.215271584378042,-0.0148170731991535
-3.62,-0.0548637277067567,0.216103700906479,-0.0144381733278458
-3.61,-0.0555745164319221,0.216628869591207,-0.0140853317378803
-3.6,-0.056297075491935,0.217002587546533,-0.0137409291665923
-3.59,-0.0570316679649689,0.217243487838372,-0.0134074784104155
-3.58,-0.0577798539998183,0.217333589013697,-0.0130928845895222
-3.57,-0.0585431921867039,0.217254908429809,-0.0128050534794648
-3.56,-0.0593235299041678,0.216953334596135,-0.012539706809368
-3.55,-0.0601221114423754,0.216389609792746,-0.0122854506368503
-3.54,-0.0609389664210584,0.215628653833269,-0.0120564161163245
-3.53,-0.0617741121965748,0.214737447551863,-0.0118673217429174
-3.52,-0.0626277043958617,0.213777640084651,-0.0117320147700217
-3.51,-0.0635050223277148,0.212592792013038,-0.0116279373474681
-3.5,-0.0644080131765718,0.211142244664606,-0.0115497896896805
-3.49,-0.0653355850537616,0.209507046593527,-0.0115119477284391
-3.48,-0.0662866563093228,0.207768245688608,-0.0115287909042196
-3.47,-0.0672630579166805,0.205971753337513,-0.0116043245518942
-3.46,-0.0682758232112415,0.20399480991307,-0.0116972943284802
-3.45,-0.069316848872648,0.201861000528152,-0.0118164491819356
-3.44,-0.0703752537476409,0.199621993732686,-0.0119792817423027
-3.43,-0.0714401633613906,0.197329458876851,-0.0122032882705614
-3.42,-0.0725049108048793,0.194983900562513,-0.0124741014252033
-3.41,-0.0735770252056555,0.192533809943675,-0.0127536565023434
-3.4,-0.0746656057324993,0.189994010407172,-0.0130513511409604
-3.39,-0.0757797179278673,0.187380323986844,-0.0133772490835163
-3.38,-0.0769285577752759,0.184706762435972,-0.0137403006052354
-3.37,-0.0781203604875708,0.181941413253694,-0.0141177025521879
-3.36,-0.0793500548067127,0.179084607882263,-0.0144976569797852
-3.35,-0.0806092197558883,0.1761598317676,-0.0148812787934578
-3.34,-0.0818894373165963,0.173190571329091,-0.0152696842179324
-3.33,-0.0831852642710958,0.170192365325777,-0.0156642384239675
-3.32,-0.0845056555195045,0.167142849595809,-0.0160647583576931
-3.31,-0.0858527526631655,0.164038698648393,-0.0164667577659983
-3.3,-0.0872272942694742,0.160880384625844,-0.0168654276027673
-3.29,-0.088630018898555,0.157668379641821,-0.0172559577292056
-3.28,-0.0900662180704582,0.154394636269954,-0.0176281921477926
-3.27,-0.0915393631975482,0.151052819095612,-0.0179766978090259
-3.26,-0.0930446221331787,0.147651070949051,-0.0183074107160316
-3.25,-0.0945771224872977,0.144197608751298,-0.0186263146472384
-3.24,-0.0961325361908701,0.140700188014302,-0.0189374105766927
-3.23,-0.0977174658045956,0.137153943835684,-0.0192099688482242
-3.22,-0.0993344153086682,0.133549510065236,-0.0194402429478026
-3.21,-0.10098218978172,0.129879555596771,-0.0196396132665327
-3.2,-0.102659593117231,0.126136749399277,-0.0198194554469791
-3.19,-0.10436645911182,0.122315459111774,-0.0199778596783132
-3.18,-0.106107536759618,0.118412014348195,-0.0200763983759011
-3.17,-0.107886429738263,0.114413269583178,-0.0201245463721045
-3.16,-0.109706455208773,0.110305267744667,-0.0201369319717746
-3.15,-0.111570928145088,0.106074051155997,-0.0201281754269467
-3.14,-0.113491284946742,0.101689190752307,-0.0200830474522576
-3.13,-0.115470613754973,0.0971385319776008,-0.0199799631874548
-3.12,-0.117497560069518,0.0924399511663883,-0.0198300233596508
-3.11,-0.119560758367029,0.0876113506374744,-0.0196443481742496
-3.1,-0.121650509667106,0.0826658056817288,-0.0194314402500406
-3.09,-0.12378069286774,0.0775534000230487,-0.0191652387558173
-3.08,-0.125952112423085,0.0722738715542508,-0.0188451232960165
-3.07,-0.128158148758746,0.0668499322024602,-0.0184826850147662
-3.06,-0.130392184078698,0.0613042940199512,-0.0180894993677618
-3.05,-0.132652060625309,0.0556393558502598,-0.01766763774681
-3.04,-0.134947160676684,0.0498084389998326,-0.017197323519385
-3.03,-0.137275049266589,0.04382265337817,-0.0166870205618836
-3.02,-0.139632221106599,0.0376981303222493,-0.0161475640385711
-3.01,-0.142015172419869,0.0314509950577332,-0.0155897641951329
-3,-0.144425395324007,0.0250666395563166,-0.0150105661975512
-2.99,-0.146866859681532,0.0185181739620711,-0.0144020073429631
-2.98,-0.149340134424941,0.0118010524078285,-0.013766501076493
-2.97,-0.151845786669018,0.00491072785727145,-0.013106438354695
-2.96,-0.15438692683115,-0.00216478650395679,-0.0124228624705039
-2.95,-0.156983941727609,-0.00949201766933907,-0.0117058514900427
-2.94,-0.159620058485834,-0.01703698318748,-0.0109609568820511
-2.93,-0.162268885372324,-0.024738440442753,-0.01019833166497
-2.92,-0.164904038215015,-0.0325351438062691,-0.00942812921462681
-2.91,-0.167518405321164,-0.0404064412395055,-0.00865201261242146
-2.9,-0.170141348427821,-0.0484179146919744,-0.00785712774928587
-2.89,-0.172754177631543,-0.0565434342120833,-0.00705336728787665
-2.88,-0.175335137908177,-0.0647506598811009,-0.0062520457904033
-2.87,-0.177862609878438,-0.073007410696206,-0.00546445728705677
-2.86,-0.180353023495327,-0.0813311998487139,-0.00468681225419761
-2.85,-0.182814948261465,-0.0897370208583934,-0.00391328182904558
-2.84,-0.185226915237496,-0.0982038714194596,-0.0031477985991861
-2.83,-0.187567459847532,-0.106710745018043,-0.00239432530283995
-2.82,-0.18982355264017,-0.11524070009409,-0.00165442520213876
-2.81,-0.192042285992531,-0.123812638032292,-0.00091403301830717
-2.8,-0.194203681369484,-0.132425652244649,-0.000181453530778558
-2.79,-0.196269448228531,-0.141071182802832,0.000529431617454314
-2.78,-0.198201298328464,-0.149740663723518,0.00120471830118302
-2.77,-0.200013467261498,-0.158437531376601,0.0018473692295182
-2.76,-0.201778974616869,-0.167175469964441,0.00248040183978922
-2.75,-0.203440182231735,-0.175935358186766,0.00308590901191517
-2.74,-0.204933976186186,-0.184696754106425,0.00364422815526282
-2.73,-0.206198975825545,-0.19343996431596,0.00413621144160398
-2.72,-0.207344616456757,-0.202211690245442,0.00459504095175917
-2.71,-0.208418394558887,-0.211004445010724,0.00503477310359066
-2.7,-0.209351648087382,-0.219754477492739,0.00543381277669837
-2.69,-0.210075723330984,-0.22839802742602,0.00577055384851859
-2.68,-0.210543613455919,-0.236880468550624,0.00603533701466711
-2.67,-0.210863616344238,-0.245232139430874,0.00629062499622313
-2.66,-0.211058243972956,-0.253479716172398,0.00652846159274811
-2.65,-0.21112288172271,-0.261641084620695,0.00672400851835767
-2.64,-0.21105291332364,-0.26973412914665,0.00685241689276327
-2.63,-0.210800014996212,-0.277780750597996,0.00691539226463769
-2.62,-0.210307675041166,-0.285781679877682,0.00695440627784734
-2.61,-0.20963456021679,-0.293708967749507,0.00696965473697362
-2.6,-0.208842240484021,-0.301534156052382,0.00695995951232205
-2.59,-0.207988504125184,-0.309229188143207,0.00692393238327871
-2.58,-0.206940748128856,-0.316796308800799,0.00685260968549565
-2.57,-0.205655764823121,-0.324259293414296,0.00674956498166831
-2.56,-0.204201137197922,-0.331635927508341,0.00662569932683687
-2.55,-0.202644446266671,-0.338944004707081,0.00649191213150874
-2.54,-0.201023813064616,-0.346204675272596,0.00635391702496425
-2.53,-0.199227438940881,-0.35343529654994,0.00619316599309976
-2.52,-0.197278228397128,-0.360605842075683,0.00601809059398035
-2.51,-0.195226567463936,-0.367680920107684,0.00584218527309646
-2.5,-0.19312284668666,-0.374625144948612,0.00567894290863637
-2.49,-0.190970176249235,-0.381419857452399,0.00553077925429701
-2.48,-0.188719173026988,-0.388093411863261,0.00538721200828346
-2.47,-0.186385896115899,-0.394672019586933,0.00525264306379655
-2.46,-0.183987652246124,-0.40118162694795,0.00513176600707117
-2.45,-0.18154038393211,-0.407647692572599,0.0050289818789228
-2.44,-0.179018468688867,-0.414072601844552,0.00493952532779776
-2.43,-0.176420234789773,-0.420445459014493,0.00486339721270435
-2.42,-0.173765001980098,-0.426759384886239,0.00480507903532267
-2.41,-0.17107209104948,-0.433007502976842,0.00476905373688435
-2.4,-0.168354415063008,-0.439184837964044,0.00475858241182892
-2.39,-0.165593473421609,-0.445298188847966,0.00476986562713017
-2.38,-0.162788774991335,-0.451352484612243,0.0048010315161585
-2.37,-0.159943480118069,-0.457351777280009,0.00485081550882291
-2.36,-0.157060748875213,-0.463300119517363,0.00491795354887238
-2.35,-0.154138512393558,-0.469207831979066,0.00500088159467388
-2.34,-0.151171577291211,-0.475076726141906,0.00509928066872579
-2.33,-0.14816173260833,-0.480892208263968,0.00521416265282115
-2.32,-0.145110829002613,-0.486639581697777,0.00534655053809057
-2.31,-0.142020287765632,-0.492306669967988,0.00549756103526707
-2.3,-0.1388831412453,-0.497928555597197,0.00566882851799527
-2.29,-0.135699463194393,-0.503494941977885,0.00585746026496137
-2.28,-0.132473378822295,-0.508971283680828,0.00605927530036634
-2.27,-0.129209017890217,-0.51432303646888,0.00627009529304329
-2.26,-0.125913011413608,-0.519529840220071,0.00648738695461919
-2.25,-0.122588948257911,-0.52462949289354,0.00671491706603662
-2.24,-0.119217437896862,-0.529625873544054,0.00695195099334797
-2.23,-0.1157773092202,-0.534517449514067,0.00719710203792851
-2.22,-0.112247391670116,-0.539302686373782,0.00744898652929918
-2.21,-0.108611645206991,-0.544008232699887,0.00770770230544931
-2.2,-0.104870964729402,-0.548646596122202,0.00797349655487841
-2.19,-0.101029175429872,-0.553184393871472,0.00824471653497501
-2.18,-0.0970901030427234,-0.55758815067587,0.00851970769942327
-2.17,-0.0930559429556299,-0.561830126981836,0.00879673732329386
-2.16,-0.088903649166991,-0.565968488106114,0.00907361925117649
-2.15,-0.0846252487833497,-0.570002526078745,0.00935065587218476
-2.14,-0.0802215513906999,-0.573899966360083,0.00962880367563778
-2.13,-0.0756933710122386,-0.577628535601844,0.0099090229583304
-2.12,-0.0710270638739069,-0.581192808696077,0.0101908613685799
-2.11,-0.0661843075493947,-0.584676671791958,0.0104706585040499
-2.1,-0.0611856123490779,-0.588033252792677,0.0107495761787643
-2.09,-0.0560562833772706,-0.591204237950785,0.0110292118836036
-2.08,-0.0508216335605815,-0.594131318005621,0.0113111671029889
-2.07,-0.045463420003393,-0.596879491585037,0.0115935658845385
-2.06,-0.0399536340669742,-0.599519031806691,0.0118741632615216
-2.05,-0.0343037545917851,-0.601997160018403,0.0121540717219324
-2.04,-0.0285252680825481,-0.60426109937272,0.0124344090407839
-2.03,-0.0226261798912976,-0.606276853392205,0.0127160512880756
-2.02,-0.0165744019846991,-0.608209192125449,0.0129965601980159
-2.01,-0.010365164849275,-0.610040403962986,0.0132743821919801
-2,-0.00400589339590462,-0.611683157443993,0.0135486988080633
-1.99,0.00249597663319839,-0.613050121616117,0.0138186891965124
-1.98,0.00915069210640851,-0.614149590577021,0.0140820014088678
-1.97,0.0159944303463703,-0.615185464381896,0.0143345668809698
-1.96,0.0230056061778004,-0.616108025983082,0.0145778607214067
-1.95,0.0301589433316104,-0.616849446575233,0.0148136858741613
-1.94,0.0374292704136299,-0.617342007008513,0.0150438266115487
-1.93,0.0448512919522388,-0.617595396366445,0.0152635012568946
-1.92,0.0524400453978473,-0.617672283773249,0.0154698198203185
-1.91,0.0601555238547683,-0.617598682472574,0.0156658055915559
-1.9,0.0679577246567962,-0.61740060817487,0.015854474236028
-1.89,0.0758131858335552,-0.617082931081331,0.0160443219876318
-1.88,0.0837714095675337,-0.61644871067146,0.0162224346125104
-1.87,0.0918247458351441,-0.615528312116398,0.0163872029187178
-1.86,0.0999455243164409,-0.614416385412095,0.0165387061097794
-1.85,0.108106087643854,-0.61320758156832,0.0166770174375402
-1.84,0.116300180564129,-0.611876623091879,0.0167989825209788
-1.83,0.124558155800597,-0.610212976815341,0.0168989063339764
-1.82,0.132863427048128,-0.608288387618898,0.0169810085038957
-1.81,0.141196939079667,-0.606188948754872,0.0170499430096312
-1.8,0.149539851192762,-0.603999342659145,0.0171103009904533
-1.79,0.157902868860104,-0.601603467552863,0.017157893487931
-1.78,0.16629389879266,-0.598923471323227,0.0171894884345802
-1.77,0.174702076201034,-0.596016572699228,0.0172074819068316
-1.76,0.183116544838608,-0.592939989729645,0.0172142691081024
-1.75,0.191534368093205,-0.589723691398068,0.0172109545137711
-1.74,0.199994051265071,-0.586218755154117,0.0171909413157575
-1.73,0.208466020688617,-0.582447812212072,0.0171571089969483
-1.72,0.216906228222267,-0.578477930679335,0.0171145601635585
-1.71,0.22527063577827,-0.574376182282258,0.0170684001922602
-1.7,0.233541324127012,-0.570141840657303,0.017020284577039
-1.69,0.241752726734583,-0.565676497613118,0.0169655324976956
-1.68,0.249904862440304,-0.561003995942789,0.0169045177871691
-1.67,0.257996217823785,-0.556152697848849,0.0168378306531607
-1.66,0.266025573366634,-0.551149267789267,0.0167659696802545
-1.65,0.274006979171483,-0.54591847954697,0.0166842863261361
-1.64,0.281937948810326,-0.540445441480314,0.0165939909204654
-1.63,0.289803208759386,-0.534783600120666,0.0165007084627305
-1.62,0.297587494377315,-0.528986402083804,0.016410072737546
-1.61,0.305273951874275,-0.523092460055751,0.0163268863401032
-1.6,0.312855464334534,-0.51704126064415,0.016248535896642
-1.59,0.320362179339304,-0.510816708254594,0.0161720579311704
-1.58,0.327828158472954,-0.504416604369886,0.0160950658750873
-1.57,0.335287463844638,-0.497838745702636,0.0160151772029533
-1.56,0.34276772120236,-0.491043271499191,0.0159283338625945
-1.55,0.350253455943092,-0.483993211261076,0.0158342214946812
-1.54,0.357711506001211,-0.476744452606133,0.0157394508437295
-1.53,0.365108662198038,-0.469354578315187,0.0156507336385494
-1.52,0.372412797886415,-0.461878584578991,0.0155745567110321
-1.51,0.379638053455521,-0.454269973575178,0.0155079366668328
-1.5,0.386797980468324,-0.446511387007132,0.0154480441483619
-1.49,0.393888836481586,-0.438631796398963,0.0153955991795365
-1.48,0.400906881686685,-0.430660174509095,0.0153513147706662
-1.47,0.407849139026784,-0.422614283513378,0.0153156243954477
-1.46,0.414719530293397,-0.414458816435558,0.0152872257849217
-1.45,0.421523938269924,-0.406200320408448,0.0152651928157273
-1.44,0.428268012102735,-0.397853266987866,0.0152487475494567
-1.43,0.434957402089301,-0.38943212736579,0.0152371055800181
-1.42,0.441584708804407,-0.380945147654173,0.0152293275116673
-1.41,0.448145600791221,-0.372379257038298,0.0152250007951789
-1.4,0.45466254966986,-0.363718543883841,0.0152243612666435
-1.39,0.461158285419427,-0.354947132547213,0.0152276451810257
-1.38,0.46765591308247,-0.346048032462921,0.0152349040283199
-1.37,0.474173168861472,-0.3369914226547,0.0152426733984077
-1.36,0.480685683933573,-0.327798326035134,0.0152520494614432
-1.35,0.487159479177624,-0.318507046833528,0.0152663710038439
-1.34,0.493560580128637,-0.309155893576028,0.0152889726042547
-1.33,0.499873162114762,-0.299762697867586,0.0153221977433487
-1.32,0.5061427218908,-0.29027659646078,0.0153629788028852
-1.31,0.512344681349952,-0.280726510944117,0.0154093095878012
-1.3,0.518445163766705,-0.271151904184228,0.0154595439359923
-1.29,0.524410297386239,-0.26159224325677,0.015512032422215
-1.28,0.530247447065031,-0.252064852198161,0.0155667988594865
-1.27,0.535987699093691,-0.242544695078621,0.0156239625477734
-1.26,0.541615772722918,-0.233013676681408,0.0156812329900651
-1.25,0.547116177893236,-0.223453777686148,0.0157363012157313
-1.24,0.552476330198542,-0.213848656620866,0.015786951447145
-1.23,0.557731649350548,-0.204212396000661,0.0158333363489907
-1.22,0.562882947851856,-0.194545592299808,0.0158760051505011
-1.21,0.567911726440037,-0.18483858435603,0.0159150446490597
-1.2,0.572799484482211,-0.175081713187763,0.0159505363293607
-1.19,0.5775476589079,-0.16527047586631,0.0159832185062886
-1.18,0.58220547697041,-0.15541476016689,0.0160141150203088
-1.17,0.586748268802945,-0.145507811541569,0.0160402402289367
-1.16,0.591144185293799,-0.135541128713581,0.0160582968318109
-1.15,0.595361375876532,-0.125506214133693,0.0160649778852355
-1.14,0.599454524544994,-0.11536365839417,0.016057158389637
-1.13,0.603459626652858,-0.105119191223353,0.0160366870101329
-1.12,0.607304923270276,-0.0948374933441839,0.0160078446758168
-1.11,0.610918621227308,-0.0845832733968852,0.0159748995024118
-1.1,0.614243593704214,-0.0744172490475979,0.0159420687848829
-1.09,0.61740933800533,-0.0643248063665429,0.0159103742201807
-1.08,0.620422096247889,-0.0542725869737256,0.015875348127279
-1.07,0.623228103901942,-0.0442373657020951,0.0158319715124829
-1.06,0.625773592646101,-0.0341959232314807,0.0157752034466104
-1.05,0.628076620592755,-0.0241408412000758,0.0157015677804681
-1.04,0.630295040919562,-0.0140999260933135,0.0156138481238532
-1.03,0.632363490650192,-0.00405681465161656,0.0155134160840987
-1.02,0.634199825375169,0.00600837063307221,0.0154013780416205
-1.01,0.635722040657128,0.0161154711679474,0.015278827226589
-1,0.637060298185849,0.0262463480058142,0.0151481915251396
-0.99,0.63832095067254,0.0363926104374618,0.0150080290892968
-0.98,0.639417755915892,0.0465828668996581,0.0148539649335624
-0.97,0.640264468852929,0.0568457147684272,0.014681630304002
-0.96,0.640791311695494,0.0672111040340923,0.0144865638940773
-0.95,0.641110844830701,0.0776981031411021,0.0142664689462305
